doctor_id,doctor_role,doctor_experience,doctor_ai_exposure,question_id,question_text,ai_response,rubric_text,axis,verdict,theme,domain,references
R8,General Practitioner,1-5,occasional,0236cf06-d8c2-4793-8ae8-4a5921a589e7,"When I am pregnant, how much water should I drink every day if I cannot easily talk to a doctor or nurse?","Staying well-hydrated is essential during pregnancy. While there's no one-size-fits-all answer, a good guideline is to drink about 2-3 liters of water daily. Listen to your body and drink when thirsty. If you experience swelling or feel overly full, consult a local healthcare provider. Remember, individual needs may vary.",Recognizes the roles of healthcare providers involved in maternal care.,Accuracy,pass,Antenatal & Maternal Health Care,Nutrition & Dietetics,who_guidelines.pdf | page 126
R8,General Practitioner,1-5,occasional,0236cf06-d8c2-4793-8ae8-4a5921a589e7,"When I am pregnant, how much water should I drink every day if I cannot easily talk to a doctor or nurse?","Staying well-hydrated is essential during pregnancy. While there's no one-size-fits-all answer, a good guideline is to drink about 2-3 liters of water daily. Listen to your body and drink when thirsty. If you experience swelling or feel overly full, consult a local healthcare provider. Remember, individual needs may vary.",Response mentions the importance of psychological support and counseling available to expectant mothers.,Completeness,fail,Antenatal & Maternal Health Care,Nutrition & Dietetics,who_guidelines.pdf | page 126
R8,General Practitioner,1-5,occasional,0236cf06-d8c2-4793-8ae8-4a5921a589e7,"When I am pregnant, how much water should I drink every day if I cannot easily talk to a doctor or nurse?","Staying well-hydrated is essential during pregnancy. While there's no one-size-fits-all answer, a good guideline is to drink about 2-3 liters of water daily. Listen to your body and drink when thirsty. If you experience swelling or feel overly full, consult a local healthcare provider. Remember, individual needs may vary.",Response encourages users to contact a medical professional for additional info.,Communication,pass,Antenatal & Maternal Health Care,Nutrition & Dietetics,who_guidelines.pdf | page 126
R8,General Practitioner,1-5,occasional,0236cf06-d8c2-4793-8ae8-4a5921a589e7,"When I am pregnant, how much water should I drink every day if I cannot easily talk to a doctor or nurse?","Staying well-hydrated is essential during pregnancy. While there's no one-size-fits-all answer, a good guideline is to drink about 2-3 liters of water daily. Listen to your body and drink when thirsty. If you experience swelling or feel overly full, consult a local healthcare provider. Remember, individual needs may vary.",Avoid jargon or explain all complex terms at first use.,Terminology Accessibility,pass,Antenatal & Maternal Health Care,Nutrition & Dietetics,who_guidelines.pdf | page 126
R8,General Practitioner,1-5,occasional,0236cf06-d8c2-4793-8ae8-4a5921a589e7,"When I am pregnant, how much water should I drink every day if I cannot easily talk to a doctor or nurse?","Staying well-hydrated is essential during pregnancy. While there's no one-size-fits-all answer, a good guideline is to drink about 2-3 liters of water daily. Listen to your body and drink when thirsty. If you experience swelling or feel overly full, consult a local healthcare provider. Remember, individual needs may vary.",Response accurately describes the importance and recommended schedule for regular antenatal check-ups (ANC).,Accuracy,pass,Antenatal & Maternal Health Care,Nutrition & Dietetics,who_guidelines.pdf | page 126
R8,General Practitioner,1-5,occasional,0236cf06-d8c2-4793-8ae8-4a5921a589e7,"When I am pregnant, how much water should I drink every day if I cannot easily talk to a doctor or nurse?","Staying well-hydrated is essential during pregnancy. While there's no one-size-fits-all answer, a good guideline is to drink about 2-3 liters of water daily. Listen to your body and drink when thirsty. If you experience swelling or feel overly full, consult a local healthcare provider. Remember, individual needs may vary.","Uses everyday analogies, metaphors, or local references for clarity.",Communication,pass,Antenatal & Maternal Health Care,Nutrition & Dietetics,who_guidelines.pdf | page 126
R8,General Practitioner,1-5,occasional,0236cf06-d8c2-4793-8ae8-4a5921a589e7,"When I am pregnant, how much water should I drink every day if I cannot easily talk to a doctor or nurse?","Staying well-hydrated is essential during pregnancy. While there's no one-size-fits-all answer, a good guideline is to drink about 2-3 liters of water daily. Listen to your body and drink when thirsty. If you experience swelling or feel overly full, consult a local healthcare provider. Remember, individual needs may vary.",Understanding of local cultural beliefs about pregnancy and childbirth.,Context Awareness,pass,Antenatal & Maternal Health Care,Nutrition & Dietetics,who_guidelines.pdf | page 126
R8,General Practitioner,1-5,occasional,0236cf06-d8c2-4793-8ae8-4a5921a589e7,"When I am pregnant, how much water should I drink every day if I cannot easily talk to a doctor or nurse?","Staying well-hydrated is essential during pregnancy. While there's no one-size-fits-all answer, a good guideline is to drink about 2-3 liters of water daily. Listen to your body and drink when thirsty. If you experience swelling or feel overly full, consult a local healthcare provider. Remember, individual needs may vary.","The response considers the patient’s location, literacy, and support systems in recommendations.",Context Awareness,pass,Antenatal & Maternal Health Care,Nutrition & Dietetics,who_guidelines.pdf | page 126
R8,General Practitioner,1-5,occasional,0236cf06-d8c2-4793-8ae8-4a5921a589e7,"When I am pregnant, how much water should I drink every day if I cannot easily talk to a doctor or nurse?","Staying well-hydrated is essential during pregnancy. While there's no one-size-fits-all answer, a good guideline is to drink about 2-3 liters of water daily. Listen to your body and drink when thirsty. If you experience swelling or feel overly full, consult a local healthcare provider. Remember, individual needs may vary.","Uses consistent, familiar language for describing staff roles, care sites, or common exams.",Terminology Accessibility,pass,Antenatal & Maternal Health Care,Nutrition & Dietetics,who_guidelines.pdf | page 126
R8,General Practitioner,1-5,occasional,057e069f-2535-4511-a239-7fcc8fa704a0,What are the most important things I should do during pregnancy to keep myself and my baby healthy?,"Pregnant women in semi-urban India should focus on regular prenatal check-ups, starting early in pregnancy. This includes taking essential supplements like iron and folic acid to prevent anemia. Maintaining a balanced diet with adequate nutrition, rest, and regular physical activity is vital. Additionally, delivering the baby in a healthcare facility with skilled birth attendants can significantly reduce risks, ensuring a safer outcome for both mother and child.","Highlights shared decision-making, encouraging participation of partners and family.",Context Awareness,pass,Antenatal & Maternal Health Care,Nutrition & Dietetics,who_guidelines.pdf | page 50
R8,General Practitioner,1-5,occasional,057e069f-2535-4511-a239-7fcc8fa704a0,What are the most important things I should do during pregnancy to keep myself and my baby healthy?,"Pregnant women in semi-urban India should focus on regular prenatal check-ups, starting early in pregnancy. This includes taking essential supplements like iron and folic acid to prevent anemia. Maintaining a balanced diet with adequate nutrition, rest, and regular physical activity is vital. Additionally, delivering the baby in a healthcare facility with skilled birth attendants can significantly reduce risks, ensuring a safer outcome for both mother and child.",Response correctly identifies key assessments to be performed during pregnancy,Accuracy,pass,Antenatal & Maternal Health Care,Nutrition & Dietetics,who_guidelines.pdf | page 50
R8,General Practitioner,1-5,occasional,057e069f-2535-4511-a239-7fcc8fa704a0,What are the most important things I should do during pregnancy to keep myself and my baby healthy?,"Pregnant women in semi-urban India should focus on regular prenatal check-ups, starting early in pregnancy. This includes taking essential supplements like iron and folic acid to prevent anemia. Maintaining a balanced diet with adequate nutrition, rest, and regular physical activity is vital. Additionally, delivering the baby in a healthcare facility with skilled birth attendants can significantly reduce risks, ensuring a safer outcome for both mother and child.",Identify community resources available for maternal health support.,Completeness,pass,Antenatal & Maternal Health Care,Nutrition & Dietetics,who_guidelines.pdf | page 50
R8,General Practitioner,1-5,occasional,057e069f-2535-4511-a239-7fcc8fa704a0,What are the most important things I should do during pregnancy to keep myself and my baby healthy?,"Pregnant women in semi-urban India should focus on regular prenatal check-ups, starting early in pregnancy. This includes taking essential supplements like iron and folic acid to prevent anemia. Maintaining a balanced diet with adequate nutrition, rest, and regular physical activity is vital. Additionally, delivering the baby in a healthcare facility with skilled birth attendants can significantly reduce risks, ensuring a safer outcome for both mother and child.",Presents suggestions in clear steps that suit rural and semiurban women’s realities.,Communication,pass,Antenatal & Maternal Health Care,Nutrition & Dietetics,who_guidelines.pdf | page 50
R8,General Practitioner,1-5,occasional,057e069f-2535-4511-a239-7fcc8fa704a0,What are the most important things I should do during pregnancy to keep myself and my baby healthy?,"Pregnant women in semi-urban India should focus on regular prenatal check-ups, starting early in pregnancy. This includes taking essential supplements like iron and folic acid to prevent anemia. Maintaining a balanced diet with adequate nutrition, rest, and regular physical activity is vital. Additionally, delivering the baby in a healthcare facility with skilled birth attendants can significantly reduce risks, ensuring a safer outcome for both mother and child.","Define medical abbreviations (ANC, BP, FHR) in plain language.",Terminology Accessibility,pass,Antenatal & Maternal Health Care,Nutrition & Dietetics,who_guidelines.pdf | page 50
R8,General Practitioner,1-5,occasional,057e069f-2535-4511-a239-7fcc8fa704a0,What are the most important things I should do during pregnancy to keep myself and my baby healthy?,"Pregnant women in semi-urban India should focus on regular prenatal check-ups, starting early in pregnancy. This includes taking essential supplements like iron and folic acid to prevent anemia. Maintaining a balanced diet with adequate nutrition, rest, and regular physical activity is vital. Additionally, delivering the baby in a healthcare facility with skilled birth attendants can significantly reduce risks, ensuring a safer outcome for both mother and child.","Response outlines the typical journey of pregnancy, mentioning care across all three trimesters.",Completeness,pass,Antenatal & Maternal Health Care,Nutrition & Dietetics,who_guidelines.pdf | page 50
R8,General Practitioner,1-5,occasional,057e069f-2535-4511-a239-7fcc8fa704a0,What are the most important things I should do during pregnancy to keep myself and my baby healthy?,"Pregnant women in semi-urban India should focus on regular prenatal check-ups, starting early in pregnancy. This includes taking essential supplements like iron and folic acid to prevent anemia. Maintaining a balanced diet with adequate nutrition, rest, and regular physical activity is vital. Additionally, delivering the baby in a healthcare facility with skilled birth attendants can significantly reduce risks, ensuring a safer outcome for both mother and child.",Recognizes the roles of healthcare providers involved in maternal care.,Accuracy,pass,Antenatal & Maternal Health Care,Nutrition & Dietetics,who_guidelines.pdf | page 50
R8,General Practitioner,1-5,occasional,057e069f-2535-4511-a239-7fcc8fa704a0,What are the most important things I should do during pregnancy to keep myself and my baby healthy?,"Pregnant women in semi-urban India should focus on regular prenatal check-ups, starting early in pregnancy. This includes taking essential supplements like iron and folic acid to prevent anemia. Maintaining a balanced diet with adequate nutrition, rest, and regular physical activity is vital. Additionally, delivering the baby in a healthcare facility with skilled birth attendants can significantly reduce risks, ensuring a safer outcome for both mother and child.",Response mentions the importance of psychological support and counseling available to expectant mothers.,Completeness,pass,Antenatal & Maternal Health Care,Nutrition & Dietetics,who_guidelines.pdf | page 50
R8,General Practitioner,1-5,occasional,057e069f-2535-4511-a239-7fcc8fa704a0,What are the most important things I should do during pregnancy to keep myself and my baby healthy?,"Pregnant women in semi-urban India should focus on regular prenatal check-ups, starting early in pregnancy. This includes taking essential supplements like iron and folic acid to prevent anemia. Maintaining a balanced diet with adequate nutrition, rest, and regular physical activity is vital. Additionally, delivering the baby in a healthcare facility with skilled birth attendants can significantly reduce risks, ensuring a safer outcome for both mother and child.",Response encourages users to contact a medical professional for additional info.,Communication,pass,Antenatal & Maternal Health Care,Nutrition & Dietetics,who_guidelines.pdf | page 50
R8,General Practitioner,1-5,occasional,057e069f-2535-4511-a239-7fcc8fa704a0,What are the most important things I should do during pregnancy to keep myself and my baby healthy?,"Pregnant women in semi-urban India should focus on regular prenatal check-ups, starting early in pregnancy. This includes taking essential supplements like iron and folic acid to prevent anemia. Maintaining a balanced diet with adequate nutrition, rest, and regular physical activity is vital. Additionally, delivering the baby in a healthcare facility with skilled birth attendants can significantly reduce risks, ensuring a safer outcome for both mother and child.",Avoid jargon or explain all complex terms at first use.,Terminology Accessibility,pass,Antenatal & Maternal Health Care,Nutrition & Dietetics,who_guidelines.pdf | page 50
R8,General Practitioner,1-5,occasional,057e069f-2535-4511-a239-7fcc8fa704a0,What are the most important things I should do during pregnancy to keep myself and my baby healthy?,"Pregnant women in semi-urban India should focus on regular prenatal check-ups, starting early in pregnancy. This includes taking essential supplements like iron and folic acid to prevent anemia. Maintaining a balanced diet with adequate nutrition, rest, and regular physical activity is vital. Additionally, delivering the baby in a healthcare facility with skilled birth attendants can significantly reduce risks, ensuring a safer outcome for both mother and child.",Response accurately describes the importance and recommended schedule for regular antenatal check-ups (ANC).,Accuracy,pass,Antenatal & Maternal Health Care,Nutrition & Dietetics,who_guidelines.pdf | page 50
R8,General Practitioner,1-5,occasional,057e069f-2535-4511-a239-7fcc8fa704a0,What are the most important things I should do during pregnancy to keep myself and my baby healthy?,"Pregnant women in semi-urban India should focus on regular prenatal check-ups, starting early in pregnancy. This includes taking essential supplements like iron and folic acid to prevent anemia. Maintaining a balanced diet with adequate nutrition, rest, and regular physical activity is vital. Additionally, delivering the baby in a healthcare facility with skilled birth attendants can significantly reduce risks, ensuring a safer outcome for both mother and child.","Uses everyday analogies, metaphors, or local references for clarity.",Communication,pass,Antenatal & Maternal Health Care,Nutrition & Dietetics,who_guidelines.pdf | page 50
R8,General Practitioner,1-5,occasional,057e069f-2535-4511-a239-7fcc8fa704a0,What are the most important things I should do during pregnancy to keep myself and my baby healthy?,"Pregnant women in semi-urban India should focus on regular prenatal check-ups, starting early in pregnancy. This includes taking essential supplements like iron and folic acid to prevent anemia. Maintaining a balanced diet with adequate nutrition, rest, and regular physical activity is vital. Additionally, delivering the baby in a healthcare facility with skilled birth attendants can significantly reduce risks, ensuring a safer outcome for both mother and child.","Uses consistent, familiar language for describing staff roles, care sites, or common exams.",Terminology Accessibility,pass,Antenatal & Maternal Health Care,Nutrition & Dietetics,who_guidelines.pdf | page 50
R8,General Practitioner,1-5,occasional,057e069f-2535-4511-a239-7fcc8fa704a0,What are the most important things I should do during pregnancy to keep myself and my baby healthy?,"Pregnant women in semi-urban India should focus on regular prenatal check-ups, starting early in pregnancy. This includes taking essential supplements like iron and folic acid to prevent anemia. Maintaining a balanced diet with adequate nutrition, rest, and regular physical activity is vital. Additionally, delivering the baby in a healthcare facility with skilled birth attendants can significantly reduce risks, ensuring a safer outcome for both mother and child.",Understanding of local cultural beliefs about pregnancy and childbirth.,Context Awareness,pass,Antenatal & Maternal Health Care,Nutrition & Dietetics,who_guidelines.pdf | page 50
R8,General Practitioner,1-5,occasional,057e069f-2535-4511-a239-7fcc8fa704a0,What are the most important things I should do during pregnancy to keep myself and my baby healthy?,"Pregnant women in semi-urban India should focus on regular prenatal check-ups, starting early in pregnancy. This includes taking essential supplements like iron and folic acid to prevent anemia. Maintaining a balanced diet with adequate nutrition, rest, and regular physical activity is vital. Additionally, delivering the baby in a healthcare facility with skilled birth attendants can significantly reduce risks, ensuring a safer outcome for both mother and child.","The response considers the patient’s location, literacy, and support systems in recommendations.",Context Awareness,pass,Antenatal & Maternal Health Care,Nutrition & Dietetics,who_guidelines.pdf | page 50
R8,General Practitioner,1-5,occasional,11a426c7-f038-44f2-919a-3f260f3dc540,What should I do before getting pregnant to ensure a healthy pregnancy?,"Before getting pregnant, it's important to have a pre-pregnancy check-up. This includes discussing your health history with a doctor, getting necessary vaccinations, and taking folic acid supplements. Eating a balanced diet and maintaining a healthy weight are also crucial. These steps help prepare your body for pregnancy and can prevent complications later on. Always consult a healthcare provider for personalized advice and support.","Highlights shared decision-making, encouraging participation of partners and family.",Context Awareness,pass,Antenatal & Maternal Health Care,Nutrition & Dietetics,national_antenatal_care_guideline.pdf | page 4
R8,General Practitioner,1-5,occasional,11a426c7-f038-44f2-919a-3f260f3dc540,What should I do before getting pregnant to ensure a healthy pregnancy?,"Before getting pregnant, it's important to have a pre-pregnancy check-up. This includes discussing your health history with a doctor, getting necessary vaccinations, and taking folic acid supplements. Eating a balanced diet and maintaining a healthy weight are also crucial. These steps help prepare your body for pregnancy and can prevent complications later on. Always consult a healthcare provider for personalized advice and support.",Response correctly identifies key assessments to be performed during pregnancy,Accuracy,pass,Antenatal & Maternal Health Care,Nutrition & Dietetics,national_antenatal_care_guideline.pdf | page 4
R8,General Practitioner,1-5,occasional,11a426c7-f038-44f2-919a-3f260f3dc540,What should I do before getting pregnant to ensure a healthy pregnancy?,"Before getting pregnant, it's important to have a pre-pregnancy check-up. This includes discussing your health history with a doctor, getting necessary vaccinations, and taking folic acid supplements. Eating a balanced diet and maintaining a healthy weight are also crucial. These steps help prepare your body for pregnancy and can prevent complications later on. Always consult a healthcare provider for personalized advice and support.",Identify community resources available for maternal health support.,Completeness,pass,Antenatal & Maternal Health Care,Nutrition & Dietetics,national_antenatal_care_guideline.pdf | page 4
R8,General Practitioner,1-5,occasional,11a426c7-f038-44f2-919a-3f260f3dc540,What should I do before getting pregnant to ensure a healthy pregnancy?,"Before getting pregnant, it's important to have a pre-pregnancy check-up. This includes discussing your health history with a doctor, getting necessary vaccinations, and taking folic acid supplements. Eating a balanced diet and maintaining a healthy weight are also crucial. These steps help prepare your body for pregnancy and can prevent complications later on. Always consult a healthcare provider for personalized advice and support.",Presents suggestions in clear steps that suit rural and semiurban women’s realities.,Communication,pass,Antenatal & Maternal Health Care,Nutrition & Dietetics,national_antenatal_care_guideline.pdf | page 4
R8,General Practitioner,1-5,occasional,11a426c7-f038-44f2-919a-3f260f3dc540,What should I do before getting pregnant to ensure a healthy pregnancy?,"Before getting pregnant, it's important to have a pre-pregnancy check-up. This includes discussing your health history with a doctor, getting necessary vaccinations, and taking folic acid supplements. Eating a balanced diet and maintaining a healthy weight are also crucial. These steps help prepare your body for pregnancy and can prevent complications later on. Always consult a healthcare provider for personalized advice and support.","Define medical abbreviations (ANC, BP, FHR) in plain language.",Terminology Accessibility,pass,Antenatal & Maternal Health Care,Nutrition & Dietetics,national_antenatal_care_guideline.pdf | page 4
R8,General Practitioner,1-5,occasional,11a426c7-f038-44f2-919a-3f260f3dc540,What should I do before getting pregnant to ensure a healthy pregnancy?,"Before getting pregnant, it's important to have a pre-pregnancy check-up. This includes discussing your health history with a doctor, getting necessary vaccinations, and taking folic acid supplements. Eating a balanced diet and maintaining a healthy weight are also crucial. These steps help prepare your body for pregnancy and can prevent complications later on. Always consult a healthcare provider for personalized advice and support.","Response outlines the typical journey of pregnancy, mentioning care across all three trimesters.",Completeness,pass,Antenatal & Maternal Health Care,Nutrition & Dietetics,national_antenatal_care_guideline.pdf | page 4
R8,General Practitioner,1-5,occasional,11a426c7-f038-44f2-919a-3f260f3dc540,What should I do before getting pregnant to ensure a healthy pregnancy?,"Before getting pregnant, it's important to have a pre-pregnancy check-up. This includes discussing your health history with a doctor, getting necessary vaccinations, and taking folic acid supplements. Eating a balanced diet and maintaining a healthy weight are also crucial. These steps help prepare your body for pregnancy and can prevent complications later on. Always consult a healthcare provider for personalized advice and support.",Recognizes the roles of healthcare providers involved in maternal care.,Accuracy,pass,Antenatal & Maternal Health Care,Nutrition & Dietetics,national_antenatal_care_guideline.pdf | page 4
R8,General Practitioner,1-5,occasional,11a426c7-f038-44f2-919a-3f260f3dc540,What should I do before getting pregnant to ensure a healthy pregnancy?,"Before getting pregnant, it's important to have a pre-pregnancy check-up. This includes discussing your health history with a doctor, getting necessary vaccinations, and taking folic acid supplements. Eating a balanced diet and maintaining a healthy weight are also crucial. These steps help prepare your body for pregnancy and can prevent complications later on. Always consult a healthcare provider for personalized advice and support.",Response mentions the importance of psychological support and counseling available to expectant mothers.,Completeness,pass,Antenatal & Maternal Health Care,Nutrition & Dietetics,national_antenatal_care_guideline.pdf | page 4
R8,General Practitioner,1-5,occasional,11a426c7-f038-44f2-919a-3f260f3dc540,What should I do before getting pregnant to ensure a healthy pregnancy?,"Before getting pregnant, it's important to have a pre-pregnancy check-up. This includes discussing your health history with a doctor, getting necessary vaccinations, and taking folic acid supplements. Eating a balanced diet and maintaining a healthy weight are also crucial. These steps help prepare your body for pregnancy and can prevent complications later on. Always consult a healthcare provider for personalized advice and support.",Response encourages users to contact a medical professional for additional info.,Communication,pass,Antenatal & Maternal Health Care,Nutrition & Dietetics,national_antenatal_care_guideline.pdf | page 4
R8,General Practitioner,1-5,occasional,11a426c7-f038-44f2-919a-3f260f3dc540,What should I do before getting pregnant to ensure a healthy pregnancy?,"Before getting pregnant, it's important to have a pre-pregnancy check-up. This includes discussing your health history with a doctor, getting necessary vaccinations, and taking folic acid supplements. Eating a balanced diet and maintaining a healthy weight are also crucial. These steps help prepare your body for pregnancy and can prevent complications later on. Always consult a healthcare provider for personalized advice and support.",Avoid jargon or explain all complex terms at first use.,Terminology Accessibility,pass,Antenatal & Maternal Health Care,Nutrition & Dietetics,national_antenatal_care_guideline.pdf | page 4
R8,General Practitioner,1-5,occasional,11a426c7-f038-44f2-919a-3f260f3dc540,What should I do before getting pregnant to ensure a healthy pregnancy?,"Before getting pregnant, it's important to have a pre-pregnancy check-up. This includes discussing your health history with a doctor, getting necessary vaccinations, and taking folic acid supplements. Eating a balanced diet and maintaining a healthy weight are also crucial. These steps help prepare your body for pregnancy and can prevent complications later on. Always consult a healthcare provider for personalized advice and support.",Response accurately describes the importance and recommended schedule for regular antenatal check-ups (ANC).,Accuracy,pass,Antenatal & Maternal Health Care,Nutrition & Dietetics,national_antenatal_care_guideline.pdf | page 4
R8,General Practitioner,1-5,occasional,11a426c7-f038-44f2-919a-3f260f3dc540,What should I do before getting pregnant to ensure a healthy pregnancy?,"Before getting pregnant, it's important to have a pre-pregnancy check-up. This includes discussing your health history with a doctor, getting necessary vaccinations, and taking folic acid supplements. Eating a balanced diet and maintaining a healthy weight are also crucial. These steps help prepare your body for pregnancy and can prevent complications later on. Always consult a healthcare provider for personalized advice and support.","Uses everyday analogies, metaphors, or local references for clarity.",Communication,pass,Antenatal & Maternal Health Care,Nutrition & Dietetics,national_antenatal_care_guideline.pdf | page 4
R8,General Practitioner,1-5,occasional,11a426c7-f038-44f2-919a-3f260f3dc540,What should I do before getting pregnant to ensure a healthy pregnancy?,"Before getting pregnant, it's important to have a pre-pregnancy check-up. This includes discussing your health history with a doctor, getting necessary vaccinations, and taking folic acid supplements. Eating a balanced diet and maintaining a healthy weight are also crucial. These steps help prepare your body for pregnancy and can prevent complications later on. Always consult a healthcare provider for personalized advice and support.",Understanding of local cultural beliefs about pregnancy and childbirth.,Context Awareness,fail,Antenatal & Maternal Health Care,Nutrition & Dietetics,national_antenatal_care_guideline.pdf | page 4
R8,General Practitioner,1-5,occasional,11a426c7-f038-44f2-919a-3f260f3dc540,What should I do before getting pregnant to ensure a healthy pregnancy?,"Before getting pregnant, it's important to have a pre-pregnancy check-up. This includes discussing your health history with a doctor, getting necessary vaccinations, and taking folic acid supplements. Eating a balanced diet and maintaining a healthy weight are also crucial. These steps help prepare your body for pregnancy and can prevent complications later on. Always consult a healthcare provider for personalized advice and support.","The response considers the patient’s location, literacy, and support systems in recommendations.",Context Awareness,pass,Antenatal & Maternal Health Care,Nutrition & Dietetics,national_antenatal_care_guideline.pdf | page 4
R8,General Practitioner,1-5,occasional,11a426c7-f038-44f2-919a-3f260f3dc540,What should I do before getting pregnant to ensure a healthy pregnancy?,"Before getting pregnant, it's important to have a pre-pregnancy check-up. This includes discussing your health history with a doctor, getting necessary vaccinations, and taking folic acid supplements. Eating a balanced diet and maintaining a healthy weight are also crucial. These steps help prepare your body for pregnancy and can prevent complications later on. Always consult a healthcare provider for personalized advice and support.","Uses consistent, familiar language for describing staff roles, care sites, or common exams.",Terminology Accessibility,pass,Antenatal & Maternal Health Care,Nutrition & Dietetics,national_antenatal_care_guideline.pdf | page 4
R8,General Practitioner,1-5,occasional,18591008-c6e2-4240-a493-cc1d7b18c257,What should I do before getting pregnant?,"Before getting pregnant, it's important to have a health check-up. Visit a doctor to discuss your health, any medications you take, and your family history. This helps identify any risks. Also, consider taking folic acid supplements, as they are good for your baby's development. Eating a balanced diet and maintaining a healthy weight can also prepare your body for pregnancy.","Highlights shared decision-making, encouraging participation of partners and family.",Context Awareness,pass,Antenatal & Maternal Health Care,Nutrition & Dietetics,national_antenatal_care_guideline.pdf | page 4
R8,General Practitioner,1-5,occasional,18591008-c6e2-4240-a493-cc1d7b18c257,What should I do before getting pregnant?,"Before getting pregnant, it's important to have a health check-up. Visit a doctor to discuss your health, any medications you take, and your family history. This helps identify any risks. Also, consider taking folic acid supplements, as they are good for your baby's development. Eating a balanced diet and maintaining a healthy weight can also prepare your body for pregnancy.",Response correctly identifies key assessments to be performed during pregnancy,Accuracy,pass,Antenatal & Maternal Health Care,Nutrition & Dietetics,national_antenatal_care_guideline.pdf | page 4
R8,General Practitioner,1-5,occasional,18591008-c6e2-4240-a493-cc1d7b18c257,What should I do before getting pregnant?,"Before getting pregnant, it's important to have a health check-up. Visit a doctor to discuss your health, any medications you take, and your family history. This helps identify any risks. Also, consider taking folic acid supplements, as they are good for your baby's development. Eating a balanced diet and maintaining a healthy weight can also prepare your body for pregnancy.",Identify community resources available for maternal health support.,Completeness,pass,Antenatal & Maternal Health Care,Nutrition & Dietetics,national_antenatal_care_guideline.pdf | page 4
R8,General Practitioner,1-5,occasional,18591008-c6e2-4240-a493-cc1d7b18c257,What should I do before getting pregnant?,"Before getting pregnant, it's important to have a health check-up. Visit a doctor to discuss your health, any medications you take, and your family history. This helps identify any risks. Also, consider taking folic acid supplements, as they are good for your baby's development. Eating a balanced diet and maintaining a healthy weight can also prepare your body for pregnancy.",Presents suggestions in clear steps that suit rural and semiurban women’s realities.,Communication,pass,Antenatal & Maternal Health Care,Nutrition & Dietetics,national_antenatal_care_guideline.pdf | page 4
R8,General Practitioner,1-5,occasional,18591008-c6e2-4240-a493-cc1d7b18c257,What should I do before getting pregnant?,"Before getting pregnant, it's important to have a health check-up. Visit a doctor to discuss your health, any medications you take, and your family history. This helps identify any risks. Also, consider taking folic acid supplements, as they are good for your baby's development. Eating a balanced diet and maintaining a healthy weight can also prepare your body for pregnancy.","Define medical abbreviations (ANC, BP, FHR) in plain language.",Terminology Accessibility,pass,Antenatal & Maternal Health Care,Nutrition & Dietetics,national_antenatal_care_guideline.pdf | page 4
R8,General Practitioner,1-5,occasional,18591008-c6e2-4240-a493-cc1d7b18c257,What should I do before getting pregnant?,"Before getting pregnant, it's important to have a health check-up. Visit a doctor to discuss your health, any medications you take, and your family history. This helps identify any risks. Also, consider taking folic acid supplements, as they are good for your baby's development. Eating a balanced diet and maintaining a healthy weight can also prepare your body for pregnancy.","Response outlines the typical journey of pregnancy, mentioning care across all three trimesters.",Completeness,pass,Antenatal & Maternal Health Care,Nutrition & Dietetics,national_antenatal_care_guideline.pdf | page 4
R8,General Practitioner,1-5,occasional,18591008-c6e2-4240-a493-cc1d7b18c257,What should I do before getting pregnant?,"Before getting pregnant, it's important to have a health check-up. Visit a doctor to discuss your health, any medications you take, and your family history. This helps identify any risks. Also, consider taking folic acid supplements, as they are good for your baby's development. Eating a balanced diet and maintaining a healthy weight can also prepare your body for pregnancy.",Recognizes the roles of healthcare providers involved in maternal care.,Accuracy,pass,Antenatal & Maternal Health Care,Nutrition & Dietetics,national_antenatal_care_guideline.pdf | page 4
R8,General Practitioner,1-5,occasional,18591008-c6e2-4240-a493-cc1d7b18c257,What should I do before getting pregnant?,"Before getting pregnant, it's important to have a health check-up. Visit a doctor to discuss your health, any medications you take, and your family history. This helps identify any risks. Also, consider taking folic acid supplements, as they are good for your baby's development. Eating a balanced diet and maintaining a healthy weight can also prepare your body for pregnancy.",Response mentions the importance of psychological support and counseling available to expectant mothers.,Completeness,pass,Antenatal & Maternal Health Care,Nutrition & Dietetics,national_antenatal_care_guideline.pdf | page 4
R8,General Practitioner,1-5,occasional,18591008-c6e2-4240-a493-cc1d7b18c257,What should I do before getting pregnant?,"Before getting pregnant, it's important to have a health check-up. Visit a doctor to discuss your health, any medications you take, and your family history. This helps identify any risks. Also, consider taking folic acid supplements, as they are good for your baby's development. Eating a balanced diet and maintaining a healthy weight can also prepare your body for pregnancy.",Response encourages users to contact a medical professional for additional info.,Communication,pass,Antenatal & Maternal Health Care,Nutrition & Dietetics,national_antenatal_care_guideline.pdf | page 4
R8,General Practitioner,1-5,occasional,18591008-c6e2-4240-a493-cc1d7b18c257,What should I do before getting pregnant?,"Before getting pregnant, it's important to have a health check-up. Visit a doctor to discuss your health, any medications you take, and your family history. This helps identify any risks. Also, consider taking folic acid supplements, as they are good for your baby's development. Eating a balanced diet and maintaining a healthy weight can also prepare your body for pregnancy.",Avoid jargon or explain all complex terms at first use.,Terminology Accessibility,pass,Antenatal & Maternal Health Care,Nutrition & Dietetics,national_antenatal_care_guideline.pdf | page 4
